name	drugA	drugB	concA	concB	hsa
16	164	2015	2.5e-09	4e-06	-0.869671377
16	164	2015	2.5e-09	6e-06	-0.931365498
16	164	2015	2.5e-09	1e-05	-0.928112718
16	164	2015	2.5e-09	1.4e-05	-0.917459654
16	164	2015	5e-09	0	0
16	164	2015	5e-09	1e-07	-0.508364701
16	164	2015	5e-09	2.5e-07	-0.890975386
16	164	2015	5e-09	5e-07	-0.892475853
16	164	2015	5e-09	1e-06	-0.877230044
16	164	2015	5e-09	2e-06	-0.879999894
16	164	2015	5e-09	4e-06	0
16	164	2015	5e-09	6e-06	-0.936019586
16	164	2015	5e-09	1e-05	-0.678628189
16	164	2015	5e-09	1.4e-05	-0.506899037
16	164	2015	7.5e-09	0	-0.506055333
16	164	2015	7.5e-09	1e-07	-0.497409782
16	164	2015	7.5e-09	2.5e-07	0
16	164	2015	7.5e-09	5e-07	-0.959131887
16	164	2015	7.5e-09	1e-06	-0.681697459
16	164	2015	7.5e-09	2e-06	-0.165401505
16	164	2015	7.5e-09	4e-06	-0.15727729
16	164	2015	7.5e-09	6e-06	-0.151744184
16	164	2015	7.5e-09	1e-05	0
16	164	2015	7.5e-09	1.4e-05	-0.96388981
16	164	2015	1e-08	0	-0.683254213
16	164	2015	1e-08	1e-07	-0.047609818
16	164	2015	1e-08	2.5e-07	-0.039594632
16	164	2015	1e-08	5e-07	-0.03712685
16	164	2015	1e-08	1e-06	0
16	164	2015	1e-08	2e-06	-0.965266872
