name	drugA	drugB	concA	concB	experiments
94	164	2015	7.5e-09	0	0.281259507
94	164	2015	7.5e-09	1e-07	0.276767733
94	164	2015	7.5e-09	2.5e-07	0.40159991
94	164	2015	7.5e-09	5e-07	0.402900537
94	164	2015	7.5e-09	1e-06	0.355322779
94	164	2015	7.5e-09	2e-06	0.25272712
94	164	2015	7.5e-09	4e-06	0.231819199
94	164	2015	7.5e-09	6e-06	0.242439115
94	164	2015	7.5e-09	1e-05	0.225483889
94	164	2015	7.5e-09	1.4e-05	0.268404565
94	164	2015	1e-08	0	0.244741553
94	164	2015	1e-08	1e-07	0.200799955
94	164	2015	1e-08	2.5e-07	0.199766541
94	164	2015	1e-08	5e-07	0.172829492
94	164	2015	1e-08	1e-06	0.210590545
94	164	2015	1e-08	2e-06	0.230532558
94	164	2015	1e-08	4e-06	0.231840611
94	164	2015	1e-08	6e-06	0.186820184
94	164	2015	1e-08	1e-05	0.190786332
94	164	2015	1e-08	1.4e-05	0.188534907
199	164	2015	0	0	1
199	164	2015	0	1e-07	0.987858071
199	164	2015	0	2.5e-07	0.957323545
199	164	2015	0	5e-07	0.801340172
199	164	2015	0	1e-06	0.142683988
199	164	2015	0	2e-06	0.058679112
199	164	2015	0	4e-06	1.022306489
199	164	2015	0	6e-06	1.001377444
199	164	2015	0	1e-05	1.072421141
199	164	2015	0	1.4e-05	0.761862539
199	164	2015	1e-09	0	0.160358535
199	164	2015	1e-09	1e-07	0.044572466
199	164	2015	1e-09	2.5e-07	1.015800092
199	164	2015	1e-09	5e-07	0.991284106
199	164	2015	1e-09	1e-06	1.006028343
199	164	2015	1e-09	2e-06	0.530721051
199	164	2015	1e-09	4e-06	0.059335424
199	164	2015	1e-09	6e-06	0.029589185
199	164	2015	1e-09	1e-05	0.998321784
199	164	2015	1e-09	1.4e-05	0.987811669
199	164	2015	2.5e-09	0	0.849378209
199	164	2015	2.5e-09	1e-07	0.232727835
199	164	2015	2.5e-09	2.5e-07	0.044888468
199	164	2015	2.5e-09	5e-07	0.033512401
199	164	2015	2.5e-09	1e-06	0.992812984
199	164	2015	2.5e-09	2e-06	0.865472066
199	164	2015	2.5e-09	4e-06	0.451626549
199	164	2015	2.5e-09	6e-06	0.074104436
199	164	2015	2.5e-09	1e-05	0.038819612
199	164	2015	2.5e-09	1.4e-05	0.032118109
199	164	2015	5e-09	0	0.693590299
199	164	2015	5e-09	1e-07	0.517027638
199	164	2015	5e-09	2.5e-07	0.162276496
199	164	2015	5e-09	5e-07	0.039403
199	164	2015	5e-09	1e-06	0.027029326
199	164	2015	5e-09	2e-06	0.02795401
199	164	2015	5e-09	4e-06	0.32920629
199	164	2015	5e-09	6e-06	0.141211594
199	164	2015	5e-09	1e-05	0.039127511
199	164	2015	5e-09	1.4e-05	0.028877684
199	164	2015	7.5e-09	0	0.028846749
199	164	2015	7.5e-09	1e-07	0.027078928
199	164	2015	7.5e-09	2.5e-07	0.13647683
199	164	2015	7.5e-09	5e-07	0.061588397
199	164	2015	7.5e-09	1e-06	0.027392811
199	164	2015	7.5e-09	2e-06	0.025791932
199	164	2015	7.5e-09	4e-06	0.03010681
199	164	2015	7.5e-09	6e-06	0.032993834
199	164	2015	7.5e-09	1e-05	0.044830756
199	164	2015	7.5e-09	1.4e-05	0.044037693
199	164	2015	1e-08	0	0.030247049
199	164	2015	1e-08	1e-07	0.032558931
199	164	2015	1e-08	2.5e-07	0.034223007
199	164	2015	1e-08	5e-07	0.03146244
199	164	2015	1e-08	1e-06	0.038698072
199	164	2015	1e-08	2e-06	0.037224739
199	164	2015	1e-08	4e-06	0.031335161
199	164	2015	1e-08	6e-06	0.036843408
199	164	2015	1e-08	1e-05	0.037672152
199	164	2015	1e-08	1.4e-05	0.040694797
200	164	2015	0	0	1
200	164	2015	0	1e-07	0.993383291
200	164	2015	0	2.5e-07	0.94387894
200	164	2015	0	5e-07	0.818006061
200	164	2015	0	1e-06	0.261756846
200	164	2015	0	2e-06	0.125572309
200	164	2015	0	4e-06	0.952568185
200	164	2015	0	6e-06	0.933733046
200	164	2015	0	1e-05	1.025631446
200	164	2015	0	1.4e-05	0.753162417
200	164	2015	1e-09	0	0.162587169
200	164	2015	1e-09	1e-07	0.088233375
200	164	2015	1e-09	2.5e-07	0.994213921
200	164	2015	1e-09	5e-07	0.92358603
200	164	2015	1e-09	1e-06	0.883899396
200	164	2015	1e-09	2e-06	0.693952631
200	164	2015	1e-09	4e-06	0.150327509
200	164	2015	1e-09	6e-06	0.074053647
200	164	2015	1e-09	1e-05	0.903179319
200	164	2015	1e-09	1.4e-05	0.878360347
200	164	2015	2.5e-09	0	0.878182433
200	164	2015	2.5e-09	1e-07	0.490586008
200	164	2015	2.5e-09	2.5e-07	0.089567495
200	164	2015	2.5e-09	5e-07	0.071212957
200	164	2015	2.5e-09	1e-06	0.90293024
200	164	2015	2.5e-09	2e-06	0.91736369
200	164	2015	2.5e-09	4e-06	0.767033762
200	164	2015	2.5e-09	6e-06	0.243292958
200	164	2015	2.5e-09	1e-05	0.079134385
200	164	2015	2.5e-09	1.4e-05	0.067168384
200	164	2015	5e-09	0	0.787387099
200	164	2015	5e-09	1e-07	0.775223727
200	164	2015	5e-09	2.5e-07	0.45412537
200	164	2015	5e-09	5e-07	0.098210344
200	164	2015	5e-09	1e-06	0.063444055
200	164	2015	5e-09	2e-06	0.064763909
200	164	2015	5e-09	4e-06	0.190638627
200	164	2015	5e-09	6e-06	0.135817926
200	164	2015	5e-09	1e-05	0.088648508
200	164	2015	5e-09	1.4e-05	0.059967971
200	164	2015	7.5e-09	0	0.057335682
200	164	2015	7.5e-09	1e-07	0.061564422
200	164	2015	7.5e-09	2.5e-07	0.086300331
200	164	2015	7.5e-09	5e-07	0.077301786
200	164	2015	7.5e-09	1e-06	0.073377575
200	164	2015	7.5e-09	2e-06	0.056991998
200	164	2015	7.5e-09	4e-06	0.062767983
200	164	2015	7.5e-09	6e-06	0.057294169
200	164	2015	7.5e-09	1e-05	0.070044656
200	164	2015	7.5e-09	1.4e-05	0.057151782
200	164	2015	1e-08	0	0.05511769
200	164	2015	1e-08	1e-07	0.052122808
200	164	2015	1e-08	2.5e-07	0.057839771
200	164	2015	1e-08	5e-07	0.051162074
200	164	2015	1e-08	1e-06	0.059802753
200	164	2015	1e-08	2e-06	0.051385535
200	164	2015	1e-08	4e-06	0.039753881
200	164	2015	1e-08	6e-06	0.040147818
200	164	2015	1e-08	1e-05	0.039788587
200	164	2015	1e-08	1.4e-05	0.045028699
201	164	2015	0	0	1
201	164	2015	0	1e-07	1.035915467
201	164	2015	0	2.5e-07	1.059182976
201	164	2015	0	5e-07	0.949981726
201	164	2015	0	1e-06	0.563351937
201	164	2015	0	2e-06	0.503390621
201	164	2015	0	4e-06	0.996227275
201	164	2015	0	6e-06	1.047484626
201	164	2015	0	1e-05	1.10404588
201	164	2015	0	1.4e-05	1.038054495
201	164	2015	1e-09	0	0.747502702
201	164	2015	1e-09	1e-07	0.562287385
201	164	2015	1e-09	2.5e-07	1.029186879
201	164	2015	1e-09	5e-07	1.109698266
201	164	2015	1e-09	1e-06	1.025102066
201	164	2015	1e-09	2e-06	1.046994098
201	164	2015	1e-09	4e-06	0.745188369
201	164	2015	1e-09	6e-06	0.573540743
201	164	2015	1e-09	1e-05	0.978239603
201	164	2015	1e-09	1.4e-05	0.970737845
201	164	2015	2.5e-09	0	0.958043687
201	164	2015	2.5e-09	1e-07	0.952703872
201	164	2015	2.5e-09	2.5e-07	0.60622031
201	164	2015	2.5e-09	5e-07	0.580248508
201	164	2015	2.5e-09	1e-06	0.918325232
201	164	2015	2.5e-09	2e-06	0.994003076
201	164	2015	2.5e-09	4e-06	0.929219435
201	164	2015	2.5e-09	6e-06	0.801178291
